"aar","bydel_id","spraak","bhgalder","enhet","tabellvariabel","tabell_navn","barnikommune","naringsregion_id","kommune_id","fylke_id"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0817","NULL"
"2013","NULL","NULL","1-5","personer","22","barnehagedeltakelse","innvandrerbakgr","NULL","0817","NULL"
"2013","NULL","NULL","1-5","personer","181","barnehagedeltakelse","barn_ellers","NULL","0817","NULL"
"2013","NULL","alle","1-5","personer","291","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","alle","1-5","prosent","89.3","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","3","personer","12","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","4","personer","16","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","5","personer","12","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","1-5","personer","46","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","minoritet","1-5","prosent","76.7","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","245","barnehagedeltakelse","NULL","NULL","0819","NULL"
"2013","NULL","NULL","1-5","personer","326","barnehagedeltakelse","alle","NULL","0819","NULL"
"2013","NULL","NULL","1","personer","14","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","2","personer","8","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","3","personer","17","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","4","personer","11","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","5","personer","10","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","1-5","personer","60","barnehagedeltakelse","innvandrerbakgr","NULL","0819","NULL"
"2013","NULL","NULL","1-5","personer","266","barnehagedeltakelse","barn_ellers","NULL","0819","NULL"
"2013","NULL","alle","1-5","personer","328","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","alle","1-5","prosent","95.9","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","1","personer","6","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","2","personer","7","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","3","personer","10","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","4","personer","12","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","5","personer","7","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","1-5","personer","42","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","minoritet","1-5","prosent","84","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","286","barnehagedeltakelse","NULL","NULL","0821","NULL"
"2013","NULL","NULL","1-5","personer","342","barnehagedeltakelse","alle","NULL","0821","NULL"
"2013","NULL","NULL","1","personer","12","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","2","personer","6","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","3","personer","11","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","4","personer","14","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","5","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","1-5","personer","50","barnehagedeltakelse","innvandrerbakgr","NULL","0821","NULL"
"2013","NULL","NULL","1-5","personer","292","barnehagedeltakelse","barn_ellers","NULL","0821","NULL"
"2013","NULL","alle","1-5","personer","194","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","alle","1-5","prosent","84.7","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","1","personer","7","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","2","personer","4","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","3","personer","5","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","4","personer","6","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","5","personer","5","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","1-5","personer","27","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","minoritet","1-5","prosent","96.4","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","167","barnehagedeltakelse","NULL","NULL","0822","NULL"
"2013","NULL","NULL","1-5","personer","229","barnehagedeltakelse","alle","NULL","0822","NULL"
"2013","NULL","NULL","1","personer","8","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","3","personer","6","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","4","personer","6","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","5","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","1-5","personer","28","barnehagedeltakelse","innvandrerbakgr","NULL","0822","NULL"
"2013","NULL","NULL","1-5","personer","201","barnehagedeltakelse","barn_ellers","NULL","0822","NULL"
"2013","NULL","alle","1-5","personer","309","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","alle","1-5","prosent","99","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","1","personer","5","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","2","personer","7","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","3","personer","10","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","4","personer","15","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","5","personer","7","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","1-5","personer","44","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","minoritet","1-5","prosent","104.8","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","265","barnehagedeltakelse","NULL","NULL","0826","NULL"
"2013","NULL","NULL","1-5","personer","312","barnehagedeltakelse","alle","NULL","0826","NULL"
"2013","NULL","NULL","1","personer","9","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","2","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","3","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","4","personer","14","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","5","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","1-5","personer","42","barnehagedeltakelse","innvandrerbakgr","NULL","0826","NULL"
"2013","NULL","NULL","1-5","personer","270","barnehagedeltakelse","barn_ellers","NULL","0826","NULL"
"2013","NULL","alle","1-5","personer","66","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","alle","1-5","prosent","91.7","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","1-5","personer",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","minoritet","1-5","prosent",":","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","66","barnehagedeltakelse","NULL","NULL","0827","NULL"
"2013","NULL","NULL","1-5","personer","72","barnehagedeltakelse","alle","NULL","0827","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","1-5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0827","NULL"
"2013","NULL","NULL","1-5","personer","71","barnehagedeltakelse","barn_ellers","NULL","0827","NULL"
"2013","NULL","alle","1-5","personer","152","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","alle","1-5","prosent","88.4","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","3","personer","4","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","4","personer","4","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","5","personer","4","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","1-5","personer","15","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","minoritet","1-5","prosent","75","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","137","barnehagedeltakelse","NULL","NULL","0828","NULL"
"2013","NULL","NULL","1-5","personer","172","barnehagedeltakelse","alle","NULL","0828","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","2","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","3","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","4","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","5","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","1-5","personer","20","barnehagedeltakelse","innvandrerbakgr","NULL","0828","NULL"
"2013","NULL","NULL","1-5","personer","152","barnehagedeltakelse","barn_ellers","NULL","0828","NULL"
"2013","NULL","alle","1-5","personer","92","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","alle","1-5","prosent","89.3","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","3","personer","4","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","1-5","personer","12","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","minoritet","1-5","prosent","109.1","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","80","barnehagedeltakelse","NULL","NULL","0829","NULL"
"2013","NULL","NULL","1-5","personer","103","barnehagedeltakelse","alle","NULL","0829","NULL"
"2013","NULL","NULL","1","personer","5","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","3","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","1-5","personer","11","barnehagedeltakelse","innvandrerbakgr","NULL","0829","NULL"
"2013","NULL","NULL","1-5","personer","92","barnehagedeltakelse","barn_ellers","NULL","0829","NULL"
"2013","NULL","alle","1-5","personer","75","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","alle","1-5","prosent","84.3","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","1-5","personer","6","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","minoritet","1-5","prosent","150","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","69","barnehagedeltakelse","NULL","NULL","0830","NULL"
"2013","NULL","NULL","1-5","personer","89","barnehagedeltakelse","alle","NULL","0830","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","1-5","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0830","NULL"
"2013","NULL","NULL","1-5","personer","85","barnehagedeltakelse","barn_ellers","NULL","0830","NULL"
"2013","NULL","alle","1-5","personer","55","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","alle","1-5","prosent","88.7","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","1-5","personer","8","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","minoritet","1-5","prosent","100","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","47","barnehagedeltakelse","NULL","NULL","0831","NULL"
"2013","NULL","NULL","1-5","personer","62","barnehagedeltakelse","alle","NULL","0831","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","1-5","personer","8","barnehagedeltakelse","innvandrerbakgr","NULL","0831","NULL"
"2013","NULL","NULL","1-5","personer","54","barnehagedeltakelse","barn_ellers","NULL","0831","NULL"
"2013","NULL","alle","1-5","personer","103","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","alle","1-5","prosent","88.8","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","5","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","1-5","personer",":","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","minoritet","1-5","prosent","50","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","101","barnehagedeltakelse","NULL","NULL","0833","NULL"
"2013","NULL","NULL","1-5","personer","116","barnehagedeltakelse","alle","NULL","0833","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","1-5","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0833","NULL"
"2013","NULL","NULL","1-5","personer","112","barnehagedeltakelse","barn_ellers","NULL","0833","NULL"
"2013","NULL","alle","1-5","personer","192","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","alle","1-5","prosent","91","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","2","personer","4","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","5","personer","7","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","1-5","personer","15","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","minoritet","1-5","prosent","68.2","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","177","barnehagedeltakelse","NULL","NULL","0834","NULL"
"2013","NULL","NULL","1-5","personer","211","barnehagedeltakelse","alle","NULL","0834","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","2","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","4","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","5","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","1-5","personer","22","barnehagedeltakelse","innvandrerbakgr","NULL","0834","NULL"
"2013","NULL","NULL","1-5","personer","189","barnehagedeltakelse","barn_ellers","NULL","0834","NULL"
"2013","NULL","alle","1-5","personer","299","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","alle","1-5","prosent","87.9","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","2","personer","6","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","3","personer","4","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","4","personer","5","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","5","personer","9","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","1-5","personer","26","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","minoritet","1-5","prosent","100","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","273","barnehagedeltakelse","NULL","NULL","0901","NULL"
"2013","NULL","NULL","1-5","personer","340","barnehagedeltakelse","alle","NULL","0901","NULL"
"2013","NULL","NULL","1","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","3","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","4","personer","6","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","5","personer","7","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","1-5","personer","26","barnehagedeltakelse","innvandrerbakgr","NULL","0901","NULL"
"2013","NULL","NULL","1-5","personer","314","barnehagedeltakelse","barn_ellers","NULL","0901","NULL"
"2013","NULL","alle","1-5","personer","1348","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","alle","1-5","prosent","95.8","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","1","personer","11","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","2","personer","28","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","3","personer","24","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","4","personer","39","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","5","personer","35","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","1-5","personer","137","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","minoritet","1-5","prosent","89","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","1211","barnehagedeltakelse","NULL","NULL","0904","NULL"
"2013","NULL","NULL","1-5","personer","1407","barnehagedeltakelse","alle","NULL","0904","NULL"
"2013","NULL","NULL","1","personer","26","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","2","personer","31","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","3","personer","26","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","4","personer","35","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","5","personer","36","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","1-5","personer","154","barnehagedeltakelse","innvandrerbakgr","NULL","0904","NULL"
"2013","NULL","NULL","1-5","personer","1253","barnehagedeltakelse","barn_ellers","NULL","0904","NULL"
"2013","NULL","alle","1-5","personer","2374","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","alle","1-5","prosent","89.4","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","1","personer","34","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","2","personer","51","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","3","personer","63","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","4","personer","67","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","5","personer","62","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","1-5","personer","277","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","minoritet","1-5","prosent","71.8","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","2097","barnehagedeltakelse","NULL","NULL","0906","NULL"
"2013","NULL","NULL","1-5","personer","2654","barnehagedeltakelse","alle","NULL","0906","NULL"
"2013","NULL","NULL","1","personer","86","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","2","personer","80","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","3","personer","68","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","4","personer","79","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","5","personer","73","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","1-5","personer","386","barnehagedeltakelse","innvandrerbakgr","NULL","0906","NULL"
"2013","NULL","NULL","1-5","personer","2268","barnehagedeltakelse","barn_ellers","NULL","0906","NULL"
"2013","NULL","alle","1-5","personer","109","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","alle","1-5","prosent","94.8","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","4","personer","5","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","5","personer","4","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","1-5","personer","14","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","minoritet","1-5","prosent","100","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","ikke_minoritet","1-5","personer","95","barnehagedeltakelse","NULL","NULL","0911","NULL"
"2013","NULL","NULL","1-5","personer","115","barnehagedeltakelse","alle","NULL","0911","NULL"
"2013","NULL","NULL","1","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","2","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","3","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","4","personer","4","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","5","personer",":","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","1-5","personer","14","barnehagedeltakelse","innvandrerbakgr","NULL","0911","NULL"
"2013","NULL","NULL","1-5","personer","101","barnehagedeltakelse","barn_ellers","NULL","0911","NULL"
"2013","NULL","alle","1-5","personer","118","barnehagedeltakelse","NULL","NULL","0912","NULL"
"2013","NULL","alle","1-5","prosent","88.1","barnehagedeltakelse","NULL","NULL","0912","NULL"
"2013","NULL","minoritet","1","personer",":","barnehagedeltakelse","NULL","NULL","0912","NULL"
"2013","NULL","minoritet","2","personer",":","barnehagedeltakelse","NULL","NULL","0912","NULL"
"2013","NULL","minoritet","3","personer",":","barnehagedeltakelse","NULL","NULL","0912","NULL"
"2013","NULL","minoritet","4","personer",":","barnehagedeltakelse","NULL","NULL","0912","NULL"
